game_id,season,date,home_team,away_team,home_conf,away_conf,home_win,home_pts,home_fgm,home_fga,home_fg_pct,home_fg3m,home_fg3a,home_fg3_pct,home_ftm,home_fta,home_ft_pct,home_oreb,home_dreb,home_reb,home_ast,home_stl,home_blk,home_tov,home_pf,home_pace,home_off_rating,home_def_rating,away_pts,away_fgm,away_fga,away_fg_pct,away_fg3m,away_fg3a,away_fg3_pct,away_ftm,away_fta,away_ft_pct,away_oreb,away_dreb,away_reb,away_ast,away_stl,away_blk,away_tov,away_pf,away_pace,away_off_rating,away_def_rating
2019_0988,2019-20,2020-02-28,ORL,CLE,East,East,0,100,42,93,0.452,10,43,0.233,8,10,0.667,11,32,43,27,9,5,14,20,99.8,108.4,113.4,109,40,90,0.444,12,33,0.364,17,23,0.739,9,35,44,29,7,3,13,18,98.2,111.3,104.8
2019_0989,2019-20,2020-02-28,SAS,DAL,West,West,1,108,39,83,0.47,13,36,0.361,17,22,0.773,9,37,46,22,7,6,10,17,96.8,116.4,107.2,104,37,90,0.411,12,42,0.286,18,25,0.72,14,33,47,31,5,4,18,15,102.2,100.1,117.7
2019_0990,2019-20,2020-02-28,OKC,DEN,West,West,0,105,37,88,0.42,12,41,0.293,19,25,0.76,8,30,38,27,5,6,16,24,97.9,117.2,102.6,109,42,89,0.472,15,43,0.349,10,14,0.714,13,29,42,28,6,3,15,24,100.8,109.0,110.7
2019_0991,2019-20,2020-02-29,LAC,TOR,West,East,1,101,36,81,0.444,9,36,0.25,20,28,0.714,9,35,44,29,5,1,17,16,101.0,107.5,105.7,90,32,85,0.376,10,30,0.333,16,21,0.762,11,28,39,19,9,7,11,20,101.1,110.8,96.7
2019_0992,2019-20,2020-02-29,POR,SAS,West,West,1,115,44,97,0.454,14,38,0.368,13,17,0.765,9,32,41,25,5,3,15,18,102.4,109.8,111.8,109,43,91,0.473,10,29,0.345,13,18,0.722,11,38,49,31,8,4,12,17,99.0,105.5,110.6
2019_0993,2019-20,2020-02-29,NYK,OKC,East,West,1,111,35,78,0.449,18,41,0.439,23,28,0.821,7,31,38,20,6,6,18,21,99.2,116.6,117.4,107,39,80,0.487,13,34,0.382,16,21,0.762,8,32,40,28,7,3,13,21,99.2,109.8,107.7
2019_0994,2019-20,2020-02-29,LAC,SAC,West,West,1,110,37,86,0.43,15,39,0.385,21,28,0.75,8,32,40,16,5,4,15,21,104.1,113.2,108.3,94,37,91,0.407,10,31,0.323,10,15,0.667,6,33,39,26,8,7,15,20,97.7,102.4,112.1
2019_0995,2019-20,2020-02-29,CHI,CLE,East,East,1,110,37,89,0.416,15,39,0.385,21,27,0.778,9,33,42,24,7,6,17,22,99.2,108.0,120.3,102,36,84,0.429,9,28,0.321,21,26,0.808,8,34,42,30,4,4,14,20,106.1,100.9,106.1
2019_0996,2019-20,2020-02-29,DEN,UTA,West,West,0,106,38,79,0.481,15,39,0.385,15,19,0.789,7,32,39,25,5,5,10,20,102.6,105.8,102.5,108,39,83,0.47,13,34,0.382,17,23,0.739,7,36,43,24,4,3,6,15,105.2,100.1,114.2
2019_0997,2019-20,2020-02-29,POR,CHA,West,East,1,115,40,93,0.43,16,40,0.4,19,25,0.76,12,36,48,19,7,4,17,18,99.1,104.6,108.1,104,36,83,0.434,12,42,0.286,20,28,0.714,11,28,39,25,4,7,10,17,97.7,114.6,109.8
2019_0998,2019-20,2020-03-01,CHA,SAC,East,West,1,107,38,84,0.452,11,30,0.367,20,26,0.769,11,28,39,23,7,7,11,13,101.6,109.3,109.0,99,36,80,0.45,12,31,0.387,15,20,0.75,11,30,41,25,6,4,14,16,97.0,101.7,106.2
2019_0999,2019-20,2020-03-01,PHX,IND,West,East,1,104,37,92,0.402,10,26,0.385,20,25,0.8,6,39,45,22,7,5,18,20,99.4,113.5,97.1,99,35,88,0.398,13,38,0.342,16,22,0.727,12,35,47,19,11,4,10,17,101.2,104.9,109.6
2019_1000,2019-20,2020-03-01,MIA,HOU,East,West,1,114,44,90,0.489,13,35,0.371,13,17,0.765,11,24,35,22,7,4,12,21,95.5,116.0,114.8,111,39,85,0.459,14,41,0.341,19,24,0.792,9,35,44,21,8,4,12,16,97.9,106.2,113.9
2019_1001,2019-20,2020-03-01,BOS,UTA,East,West,0,103,36,79,0.456,16,38,0.421,15,21,0.714,9,37,46,23,9,5,15,25,100.4,114.2,101.4,111,43,87,0.494,11,43,0.256,14,18,0.778,9,33,42,17,6,2,9,16,94.5,108.7,115.0
2019_1002,2019-20,2020-03-01,CLE,ATL,East,East,1,113,42,83,0.506,12,34,0.353,17,24,0.708,9,32,41,27,7,3,13,21,97.2,109.7,104.8,99,33,83,0.398,14,35,0.4,19,28,0.679,11,27,38,26,8,2,17,25,105.6,110.2,111.2
2019_1003,2019-20,2020-03-01,TOR,WAS,East,East,0,97,35,82,0.427,13,37,0.351,14,19,0.737,8,32,40,21,5,1,13,14,99.8,110.9,112.5,106,41,86,0.477,8,30,0.267,16,22,0.727,10,36,46,18,8,3,15,16,102.3,100.8,114.6
2019_1004,2019-20,2020-03-01,BKN,CHI,East,East,1,114,40,91,0.44,14,42,0.333,20,28,0.714,13,34,47,25,5,6,16,19,100.4,107.2,106.7,105,37,85,0.435,14,34,0.412,17,22,0.773,8,33,41,20,8,3,16,17,93.6,103.1,105.7
2019_1005,2019-20,2020-03-01,LAL,MIA,West,East,1,113,38,91,0.418,14,37,0.378,18,24,0.75,10,34,44,26,5,4,9,18,102.8,121.7,106.9,108,38,86,0.442,10,29,0.345,22,27,0.815,10,33,43,27,6,4,11,22,98.2,106.7,108.0
2019_1006,2019-20,2020-03-02,GSW,POR,West,West,1,118,44,88,0.5,13,34,0.382,17,23,0.739,11,33,44,25,6,5,13,21,97.6,115.3,104.1,112,41,91,0.451,15,42,0.357,15,23,0.652,7,36,43,29,8,5,16,20,101.0,111.2,115.4
2019_1007,2019-20,2020-03-02,CHA,IND,East,East,1,120,44,95,0.463,15,39,0.385,17,21,0.81,12,34,46,16,7,4,14,24,97.2,114.3,101.6,112,41,91,0.451,15,42,0.357,15,19,0.789,10,37,47,22,6,5,14,18,103.1,106.1,113.2
2019_1008,2019-20,2020-03-02,NOP,SAC,West,West,1,117,43,98,0.439,10,33,0.303,21,27,0.778,10,33,43,23,12,4,8,20,98.4,110.5,110.9,102,36,78,0.462,15,44,0.341,15,20,0.75,8,37,45,20,8,2,11,20,98.7,107.5,112.0
2019_1009,2019-20,2020-03-02,TOR,MIL,East,East,0,109,42,88,0.477,9,30,0.3,16,23,0.696,6,33,39,25,7,3,11,19,97.0,106.1,114.5,121,43,92,0.467,11,34,0.324,24,29,0.828,8,40,48,26,12,3,12,13,102.3,114.9,111.2
2019_1010,2019-20,2020-03-02,TOR,DEN,East,West,0,108,40,89,0.449,14,40,0.35,14,20,0.7,10,38,48,20,9,5,7,18,99.5,113.7,117.8,109,39,91,0.429,12,36,0.333,19,27,0.704,11,38,49,25,14,4,13,18,99.2,112.4,111.6
2019_1011,2019-20,2020-03-02,MIA,SAS,East,West,0,110,36,80,0.45,12,36,0.333,26,33,0.788,8,36,44,28,7,4,10,24,99.3,113.0,110.0,114,45,100,0.45,11,35,0.314,13,17,0.765,11,32,43,25,7,6,11,20,99.5,112.4,112.0
2019_1012,2019-20,2020-03-02,CHA,IND,East,East,1,112,38,84,0.452,11,34,0.324,18,22,0.818,8,36,44,24,5,4,16,16,101.3,113.4,106.9,105,37,92,0.402,12,40,0.3,19,23,0.826,10,36,46,26,5,3,9,20,106.0,105.7,107.4
2019_1013,2019-20,2020-03-02,DAL,MEM,West,West,1,113,43,92,0.467,11,36,0.306,16,23,0.696,11,37,48,20,6,4,17,20,103.9,112.3,110.0,107,39,82,0.476,12,31,0.387,17,23,0.739,9,39,48,18,4,6,11,17,98.9,109.6,108.6
2019_1014,2019-20,2020-03-03,UTA,ORL,West,East,0,100,41,90,0.456,9,31,0.29,9,11,0.818,8,34,42,26,5,3,11,11,98.7,110.8,116.1,111,40,86,0.465,13,41,0.317,18,24,0.75,10,35,45,20,6,5,13,22,99.8,118.9,106.1
2019_1015,2019-20,2020-03-03,PHI,LAC,East,West,0,105,40,81,0.494,12,36,0.333,13,17,0.765,11,33,44,28,7,5,16,25,99.3,115.9,99.8,114,38,87,0.437,13,38,0.342,25,30,0.833,6,35,41,27,7,4,18,20,100.8,108.5,116.3
2019_1016,2019-20,2020-03-03,MIN,SAC,West,West,1,110,37,84,0.44,16,42,0.381,20,26,0.769,8,31,39,30,8,4,13,22,96.9,117.0,107.1,99,38,88,0.432,11,36,0.306,12,15,0.8,11,33,44,22,4,6,18,19,101.7,104.0,115.3
2019_1017,2019-20,2020-03-03,BOS,LAL,East,West,0,106,38,84,0.452,12,34,0.353,18,27,0.667,8,35,43,26,5,8,21,19,101.0,110.1,109.0,113,44,90,0.489,14,38,0.368,11,16,0.688,4,34,38,29,9,6,12,25,97.0,111.9,105.1
2019_1018,2019-20,2020-03-03,PHI,UTA,East,West,1,123,47,96,0.49,15,40,0.375,14,20,0.7,10,28,38,24,6,5,14,24,97.2,107.9,109.5,106,38,91,0.418,13,33,0.394,17,23,0.739,12,38,50,19,6,6,15,14,102.5,102.6,117.0
2019_1019,2019-20,2020-03-03,DAL,ORL,West,East,1,132,44,92,0.478,16,37,0.432,28,36,0.778,9,32,41,23,10,5,17,22,105.3,105.1,108.3,110,40,97,0.412,12,38,0.316,18,26,0.692,10,35,45,29,6,9,12,16,101.8,113.9,111.9
2019_1020,2019-20,2020-03-03,NYK,IND,East,East,1,117,43,88,0.489,10,33,0.303,21,29,0.724,12,31,43,24,9,5,10,21,101.8,112.4,113.0,108,42,91,0.462,12,35,0.343,12,16,0.75,8,40,48,20,8,4,17,15,93.5,100.4,121.8
2019_1021,2019-20,2020-03-04,CHA,POR,East,West,0,107,37,83,0.446,14,36,0.389,19,28,0.679,9,32,41,22,8,5,10,16,99.6,114.1,108.8,121,44,88,0.5,16,36,0.444,17,21,0.81,7,32,39,31,6,4,12,23,101.4,103.3,109.5
2019_1022,2019-20,2020-03-04,MIA,MEM,East,West,1,115,43,87,0.494,11,35,0.314,18,24,0.75,14,36,50,26,10,2,15,20,96.4,115.8,109.4,106,36,90,0.4,12,35,0.343,22,30,0.733,10,30,40,26,4,2,9,19,99.4,105.9,116.7
2019_1023,2019-20,2020-03-04,PHX,SAC,West,West,1,132,48,93,0.516,14,39,0.359,22,31,0.71,12,33,45,30,9,4,10,24,99.3,116.6,112.0,112,42,93,0.452,9,33,0.273,19,25,0.76,10,33,43,21,8,3,15,21,98.6,104.9,110.5
2019_1024,2019-20,2020-03-04,MEM,UTA,West,West,0,105,36,83,0.434,11,34,0.324,22,28,0.786,7,38,45,28,8,1,11,20,104.0,108.4,104.5,111,39,87,0.448,9,30,0.3,24,32,0.75,9,42,51,22,5,3,15,18,105.0,110.4,108.6
2019_1025,2019-20,2020-03-04,IND,TOR,East,East,0,99,37,83,0.446,16,41,0.39,9,13,0.692,11,32,43,20,7,6,13,14,99.6,106.2,125.2,112,41,89,0.461,16,41,0.39,14,19,0.737,12,31,43,18,6,6,14,18,98.4,104.4,110.8
2019_1026,2019-20,2020-03-04,LAL,BOS,West,East,0,99,38,82,0.463,10,40,0.25,13,16,0.812,9,38,47,20,6,5,12,23,103.0,116.3,105.6,105,37,86,0.43,16,39,0.41,15,19,0.789,9,34,43,29,10,6,11,15,99.6,115.7,105.2
2019_1027,2019-20,2020-03-04,BOS,NYK,East,East,0,104,39,82,0.476,10,28,0.357,16,23,0.696,10,40,50,28,13,5,15,18,94.0,116.6,106.0,111,40,96,0.417,12,35,0.343,12,16,0.75,8,38,46,22,8,4,13,20,100.7,107.8,114.1
2019_1028,2019-20,2020-03-04,POR,DET,West,East,0,112,41,89,0.461,10,36,0.278,20,26,0.769,8,32,40,25,6,4,16,20,98.5,113.9,113.7,115,41,86,0.477,12,39,0.308,21,25,0.84,11,34,45,30,9,5,10,18,97.4,118.4,103.3
2019_1029,2019-20,2020-03-05,MIN,BKN,West,East,0,103,38,87,0.437,15,39,0.385,12,15,0.8,7,32,39,36,8,6,14,19,98.9,108.0,111.6,116,44,94,0.468,12,36,0.333,16,19,0.842,12,34,46,22,8,3,12,19,98.2,112.0,121.9
2019_1030,2019-20,2020-03-05,MIL,OKC,East,West,0,106,41,91,0.451,15,42,0.357,9,12,0.75,7,34,41,21,5,4,6,17,98.7,109.1,115.1,127,51,99,0.515,11,34,0.324,14,17,0.824,8,31,39,29,9,6,10,21,101.3,115.5,99.1
2019_1031,2019-20,2020-03-05,POR,ORL,West,East,1,112,40,86,0.465,16,41,0.39,16,21,0.762,8,38,46,22,7,5,14,15,104.4,108.9,112.1,98,36,87,0.414,12,42,0.286,14,17,0.824,6,33,39,32,7,2,16,21,101.6,111.3,110.1
2019_1032,2019-20,2020-03-05,CHA,UTA,East,West,1,109,38,87,0.437,14,39,0.359,19,25,0.76,11,36,47,35,8,5,9,15,100.4,103.6,111.8,101,39,91,0.429,10,33,0.303,13,17,0.765,9,34,43,22,3,3,13,23,100.4,104.8,110.4
2019_1033,2019-20,2020-03-05,CHI,BKN,East,East,1,112,39,87,0.448,11,37,0.297,18,24,0.75,7,33,40,17,4,6,13,23,99.7,110.5,114.9,107,38,90,0.422,12,38,0.316,19,25,0.76,13,36,49,23,10,5,7,18,100.2,106.9,112.0
2019_1034,2019-20,2020-03-05,MIL,MEM,East,West,1,100,37,81,0.457,11,33,0.333,15,20,0.75,15,39,54,30,11,7,13,19,101.1,114.0,107.4,99,36,80,0.45,11,32,0.344,16,22,0.727,5,30,35,26,6,5,14,19,100.7,106.1,107.8
2019_1035,2019-20,2020-03-05,PHI,TOR,East,East,0,108,42,100,0.42,12,35,0.343,12,15,0.8,8,26,34,28,6,4,15,18,101.0,109.1,110.1,109,41,82,0.5,12,33,0.364,15,19,0.789,9,34,43,29,8,3,15,27,98.9,118.9,102.7
2019_1036,2019-20,2020-03-06,PHI,BKN,East,East,1,124,43,92,0.467,17,37,0.459,21,26,0.808,10,33,43,27,7,4,15,18,101.7,112.4,101.5,96,34,78,0.436,14,38,0.368,14,18,0.778,12,36,48,20,6,5,19,20,100.7,106.4,117.5
2019_1037,2019-20,2020-03-06,IND,HOU,East,West,0,100,35,88,0.398,11,35,0.314,19,26,0.731,8,34,42,22,12,6,14,21,99.5,100.9,112.1,119,43,90,0.478,12,34,0.353,21,27,0.778,9,34,43,30,9,3,15,21,92.9,116.0,109.1
2019_1038,2019-20,2020-03-06,DEN,WAS,West,East,1,118,41,84,0.488,13,37,0.351,23,28,0.821,8,37,45,18,8,5,17,21,103.5,111.9,104.0,89,34,90,0.378,11,32,0.344,10,13,0.769,8,30,38,20,10,5,12,22,99.3,102.4,126.6
2019_1039,2019-20,2020-03-06,DEN,DET,West,East,0,102,40,92,0.435,9,31,0.29,13,18,0.722,9,33,42,32,6,4,8,26,102.5,110.3,115.9,128,47,96,0.49,14,36,0.389,20,27,0.741,12,33,45,26,7,4,11,22,96.1,113.4,108.7
2019_1040,2019-20,2020-03-06,SAC,MEM,West,West,0,112,42,92,0.457,10,30,0.333,18,24,0.75,8,33,41,21,4,2,15,17,95.4,101.3,114.8,113,44,98,0.449,14,40,0.35,11,14,0.786,9,30,39,22,7,6,12,27,101.7,104.6,104.5
2019_1041,2019-20,2020-03-06,MEM,OKC,West,West,1,105,37,89,0.416,16,44,0.364,15,20,0.75,8,37,45,28,8,5,9,24,97.2,110.6,105.8,98,36,82,0.439,14,48,0.292,12,16,0.75,10,32,42,28,9,4,12,19,99.7,118.2,108.7
2019_1042,2019-20,2020-03-06,LAC,MIA,West,East,0,90,33,87,0.379,13,34,0.382,11,14,0.786,8,33,41,21,5,7,16,21,98.5,101.8,112.2,116,46,94,0.489,13,38,0.342,11,15,0.733,14,30,44,28,6,4,10,17,102.7,111.3,113.3
2019_1043,2019-20,2020-03-06,ATL,BKN,East,East,0,103,38,82,0.463,12,35,0.343,15,20,0.75,10,35,45,30,6,5,19,21,101.9,114.2,108.4,116,42,87,0.483,11,33,0.333,21,27,0.778,9,34,43,19,5,2,15,22,103.5,103.6,110.3
2019_1044,2019-20,2020-03-07,POR,LAL,West,West,0,111,43,87,0.494,10,33,0.303,15,20,0.75,10,31,41,26,6,6,10,19,102.3,113.4,118.4,117,42,87,0.483,15,41,0.366,18,23,0.783,5,32,37,27,6,4,14,21,99.0,113.8,110.7
2019_1045,2019-20,2020-03-07,CLE,SAC,East,West,0,105,37,84,0.44,13,32,0.406,18,23,0.783,11,33,44,29,5,3,10,21,101.4,109.6,99.7,107,38,84,0.452,13,33,0.394,18,25,0.72,9,27,36,27,11,1,10,20,101.5,102.5,114.4
2019_1046,2019-20,2020-03-07,ATL,BKN,East,East,1,129,50,92,0.543,13,43,0.302,16,21,0.762,8,36,44,28,9,6,14,18,99.9,109.5,100.6,115,45,93,0.484,10,30,0.333,15,19,0.789,4,29,33,23,9,5,16,20,96.1,106.9,111.6
2019_1047,2019-20,2020-03-07,MIN,TOR,West,East,1,118,48,90,0.533,11,33,0.333,11,16,0.688,10,34,44,27,8,4,12,17,103.8,119.0,104.5,115,45,91,0.495,11,32,0.344,14,17,0.824,8,37,45,30,8,5,14,19,97.9,108.9,112.7
2019_1048,2019-20,2020-03-07,IND,MIL,East,East,0,108,42,89,0.472,13,35,0.371,11,14,0.786,12,33,45,20,9,3,11,19,98.7,105.8,119.7,109,40,88,0.455,15,36,0.417,14,21,0.667,8,35,43,26,7,4,8,20,104.6,111.3,106.2
2019_1049,2019-20,2020-03-07,BKN,NOP,East,West,0,93,34,83,0.41,11,34,0.324,14,17,0.824,10,39,49,24,5,3,17,16,99.0,108.2,111.4,109,35,85,0.412,12,36,0.333,27,33,0.818,8,32,40,15,7,3,15,14,101.7,102.7,109.0
2019_1050,2019-20,2020-03-07,IND,MIA,East,East,0,105,39,87,0.448,16,47,0.34,11,15,0.733,10,35,45,27,11,4,12,14,99.9,113.2,112.9,111,39,96,0.406,16,42,0.381,17,24,0.708,11,34,45,17,10,4,18,19,102.0,105.8,112.0
2019_1051,2019-20,2020-03-07,BKN,SAC,East,West,0,96,36,86,0.419,6,21,0.286,18,25,0.72,7,29,36,25,5,6,16,20,102.9,103.8,110.4,110,43,92,0.467,11,34,0.324,13,17,0.765,5,27,32,15,3,7,17,16,100.9,101.3,109.5
2019_1052,2019-20,2020-03-08,TOR,DAL,East,West,1,114,38,87,0.437,11,31,0.355,20,26,0.769,9,37,46,27,7,3,13,21,99.7,116.1,110.0,107,39,94,0.415,13,38,0.342,16,20,0.8,10,31,41,27,9,3,11,21,97.7,100.9,111.0
2019_1053,2019-20,2020-03-08,LAC,UTA,West,West,1,109,39,94,0.415,9,33,0.273,22,29,0.759,9,37,46,22,6,6,12,18,99.5,114.6,110.5,97,36,79,0.456,13,38,0.342,12,18,0.667,9,31,40,26,8,2,12,25,100.2,106.5,115.6
2019_1054,2019-20,2020-03-08,MIN,POR,West,West,1,118,45,93,0.484,15,43,0.349,13,19,0.684,11,37,48,22,6,4,10,20,98.7,113.9,110.3,112,43,88,0.489,10,34,0.294,16,20,0.8,4,28,32,23,9,3,14,19,98.5,102.9,109.7
2019_1055,2019-20,2020-03-08,NOP,HOU,West,West,0,108,37,87,0.425,13,45,0.289,21,28,0.75,9,34,43,21,9,5,19,21,103.6,114.6,111.2,121,45,95,0.474,11,41,0.268,20,24,0.833,7,38,45,26,5,4,8,20,96.4,110.5,112.9
2019_1056,2019-20,2020-03-08,ORL,SAS,East,West,0,102,37,83,0.446,12,38,0.316,16,20,0.8,16,36,52,22,7,3,14,24,101.2,120.2,112.9,124,46,96,0.479,10,31,0.323,22,28,0.786,5,37,42,24,6,6,16,19,100.9,113.2,107.4
2019_1057,2019-20,2020-03-08,DET,MEM,East,West,1,105,39,86,0.453,15,41,0.366,12,17,0.706,6,33,39,32,8,5,8,24,101.3,115.0,100.3,102,35,83,0.422,7,28,0.25,25,32,0.781,12,33,45,23,5,5,16,21,100.1,107.4,111.1
2019_1058,2019-20,2020-03-08,LAL,SAS,West,West,0,90,35,81,0.432,10,35,0.286,10,14,0.714,8,33,41,26,8,5,18,20,100.0,115.3,107.1,109,42,88,0.477,12,35,0.343,13,16,0.812,10,35,45,22,10,6,16,26,104.6,117.4,113.9
2019_1059,2019-20,2020-03-09,CHA,TOR,East,East,0,100,39,89,0.438,10,36,0.278,12,18,0.667,13,35,48,23,5,6,19,22,99.4,114.1,110.6,106,43,88,0.489,10,35,0.286,10,13,0.769,9,30,39,27,9,4,17,21,104.0,109.0,102.9
2019_1060,2019-20,2020-03-09,MIA,OKC,East,West,1,130,47,95,0.495,16,39,0.41,20,27,0.741,11,38,49,25,7,7,15,23,99.6,109.7,110.6,102,38,83,0.458,11,29,0.379,15,19,0.789,7,35,42,15,5,7,11,19,97.9,117.7,106.2
2019_1061,2019-20,2020-03-09,POR,NOP,West,West,0,100,34,84,0.405,16,44,0.364,16,22,0.727,12,28,40,27,5,5,20,19,93.5,114.3,107.2,103,38,88,0.432,11,36,0.306,16,21,0.762,14,38,52,24,6,5,12,18,99.7,102.1,112.9
2019_1062,2019-20,2020-03-09,CHA,PHX,East,West,1,120,46,99,0.465,10,28,0.357,18,24,0.75,11,32,43,24,7,3,10,20,100.2,109.1,106.9,109,42,88,0.477,13,35,0.371,12,15,0.8,9,29,38,27,6,7,18,22,100.7,99.7,107.8
2019_1063,2019-20,2020-03-09,MIL,WAS,East,East,0,97,37,83,0.446,11,39,0.282,12,14,0.857,9,28,37,22,8,6,12,16,91.4,109.0,112.0,111,43,85,0.506,10,32,0.312,15,20,0.75,12,32,44,34,7,5,10,18,102.6,99.3,113.9
2019_1064,2019-20,2020-03-09,MIA,MIL,East,East,0,97,31,71,0.437,16,45,0.356,19,27,0.704,10,33,43,22,7,4,10,20,102.1,112.7,105.0,116,39,88,0.443,16,37,0.432,22,27,0.815,11,31,42,22,5,5,13,17,102.6,105.6,108.0
2019_1065,2019-20,2020-03-09,CLE,WAS,East,East,1,116,44,92,0.478,12,39,0.308,16,22,0.727,5,38,43,25,6,7,16,29,99.7,107.2,108.8,113,37,84,0.44,14,45,0.311,25,33,0.758,13,32,45,19,8,2,10,22,97.1,100.8,124.0
2019_1066,2019-20,2020-03-09,IND,PHX,East,West,0,94,30,83,0.361,13,36,0.361,21,26,0.808,9,39,48,23,7,4,14,21,98.3,100.9,111.1,99,36,85,0.424,17,43,0.395,10,14,0.714,11,39,50,24,9,4,15,22,104.2,108.7,104.0
2019_1067,2019-20,2020-03-10,NYK,TOR,East,East,1,116,43,88,0.489,11,34,0.324,19,29,0.655,9,34,43,21,9,4,15,24,101.0,113.0,111.5,100,35,88,0.398,16,44,0.364,14,20,0.7,10,34,44,21,8,4,9,22,103.7,107.7,107.3
2019_1068,2019-20,2020-03-10,PHI,MIA,East,East,0,98,37,80,0.463,9,35,0.257,15,20,0.75,6,33,39,19,8,5,7,18,107.4,119.0,110.6,119,47,95,0.495,11,41,0.268,14,18,0.778,11,37,48,23,5,5,12,24,98.6,108.4,101.3
2019_1069,2019-20,2020-03-10,POR,MEM,West,West,0,113,41,90,0.456,13,38,0.342,18,24,0.75,7,35,42,26,9,2,14,18,102.0,107.4,110.3,123,45,85,0.529,14,37,0.378,19,23,0.826,12,31,43,17,4,4,16,23,101.7,102.0,116.6
2019_1070,2019-20,2020-03-10,LAC,GSW,West,West,1,113,40,87,0.46,11,35,0.314,22,31,0.71,13,35,48,24,11,4,11,20,99.9,109.3,102.2,103,39,79,0.494,11,41,0.268,14,18,0.778,9,33,42,30,6,1,18,18,102.6,112.3,106.7
2019_1071,2019-20,2020-03-10,NOP,BKN,West,East,0,108,36,87,0.414,17,43,0.395,19,24,0.792,5,37,42,22,10,7,13,13,99.9,104.6,109.9,119,42,92,0.457,14,44,0.318,21,27,0.778,11,37,48,27,4,4,17,21,100.7,101.4,108.0
2019_1072,2019-20,2020-03-10,LAC,NOP,West,West,0,101,37,79,0.468,10,29,0.345,17,21,0.81,15,32,47,26,7,3,17,21,103.1,109.4,106.3,114,41,93,0.441,11,30,0.367,21,28,0.75,6,34,40,19,6,5,5,18,101.8,107.8,117.0
2019_1073,2019-20,2020-03-10,MIL,BOS,East,East,1,117,44,94,0.468,14,38,0.368,15,22,0.682,10,34,44,25,10,4,10,18,98.8,117.3,111.1,106,41,93,0.441,13,38,0.342,11,14,0.786,7,35,42,23,7,6,9,29,102.5,114.0,107.7
2019_1074,2019-20,2020-03-10,UTA,LAC,West,West,1,107,36,84,0.429,15,42,0.357,20,24,0.833,10,34,44,29,7,3,11,19,97.5,109.1,115.4,97,32,80,0.4,12,35,0.343,21,25,0.84,11,34,45,28,4,5,9,24,101.1,111.2,119.4
2019_1075,2019-20,2020-03-11,ATL,MIN,East,West,1,110,38,83,0.458,15,41,0.366,19,24,0.792,9,31,40,22,7,3,12,19,95.9,115.1,113.7,87,30,82,0.366,11,33,0.333,16,22,0.727,14,36,50,21,6,3,10,23,104.6,107.5,105.8
2019_1076,2019-20,2020-03-11,MIL,ATL,East,East,0,117,43,93,0.462,14,38,0.368,17,24,0.708,8,35,43,22,6,5,17,22,96.8,110.4,108.2,120,44,90,0.489,12,34,0.353,20,27,0.741,11,35,46,16,6,3,12,18,104.8,110.5,110.2
2019_1077,2019-20,2020-03-11,BOS,MIN,East,West,1,124,46,94,0.489,15,36,0.417,17,22,0.773,7,35,42,27,9,4,11,21,99.9,117.7,113.1,110,41,95,0.432,13,31,0.419,15,21,0.714,6,35,41,26,8,3,10,21,102.2,110.5,107.0
2019_1078,2019-20,2020-03-11,DET,SAS,East,West,1,132,50,92,0.543,15,40,0.375,17,25,0.68,5,36,41,24,7,2,11,18,96.9,116.7,102.8,114,42,93,0.452,13,41,0.317,17,23,0.739,9,30,39,19,7,5,11,17,102.8,113.7,105.5
2019_1079,2019-20,2020-03-11,ORL,HOU,East,West,0,101,38,82,0.463,10,30,0.333,15,20,0.75,9,40,49,26,9,5,8,18,104.0,114.7,113.3,117,43,89,0.483,12,33,0.364,19,24,0.792,8,39,47,22,6,6,9,17,98.4,110.9,111.7
2019_1080,2019-20,2020-03-11,OKC,LAC,West,West,1,118,43,83,0.518,15,40,0.375,17,22,0.773,10,31,41,27,6,5,14,18,100.3,108.0,101.9,101,39,89,0.438,13,39,0.333,10,14,0.714,8,28,36,29,6,4,21,17,106.2,112.5,114.1
2019_1081,2019-20,2020-03-11,ATL,UTA,East,West,1,118,40,93,0.43,19,41,0.463,19,30,0.633,11,38,49,21,7,4,16,18,99.7,104.7,104.5,101,39,89,0.438,11,36,0.306,12,16,0.75,11,37,48,28,7,5,9,22,105.7,110.0,107.6
2019_1082,2019-20,2020-03-12,DEN,UTA,West,West,0,96,37,83,0.446,10,39,0.256,12,15,0.8,14,33,47,28,7,5,10,21,104.0,114.4,106.3,110,38,83,0.458,13,34,0.382,21,26,0.808,13,35,48,29,9,3,15,23,97.8,106.1,117.3
2019_1083,2019-20,2020-03-12,NOP,MIN,West,West,0,108,37,84,0.44,13,37,0.351,21,26,0.808,10,30,40,29,6,4,12,15,103.5,103.8,113.1,112,41,88,0.466,8,26,0.308,22,28,0.786,13,30,43,25,7,6,11,18,103.1,119.3,101.1
2019_1084,2019-20,2020-03-12,SAS,GSW,West,West,1,119,44,92,0.478,12,34,0.353,19,25,0.76,11,36,47,27,9,4,11,24,101.5,117.6,105.3,102,38,82,0.463,14,39,0.359,12,17,0.706,11,33,44,17,6,6,13,16,93.3,111.8,110.6
2019_1085,2019-20,2020-03-12,DET,MIL,East,East,1,107,40,86,0.465,10,36,0.278,17,23,0.739,3,29,32,26,9,6,14,20,98.9,117.3,101.1,103,38,88,0.432,10,28,0.357,17,24,0.708,6,35,41,20,7,6,12,21,101.1,109.1,111.4
